Query_sequence,Most_common_class-level assignment,Class-level_assignment,Most_common_order-level assignment,Order-level_assignment,Most_common_family-level assignment,Family-level_assignment,Taxon_assignment,Likelihood_weight,otu
EUSF1350_ITS1F_D10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1351_ITS1F_E10_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.468449, 0.290912, 0.219192",OTU240
EUSF1354_ITS1F_H10_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1355_ITS1F_A11_mixed_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU184
EUSF1356_ITS1F_B11_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1361_ITS1F_G11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1364_ITS1F_B12_mixed_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU39
EUSF1370_ITS1F_A01_mixed_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU136
EUSF1371_ITS1F_B01_mixed_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1374_ITS1F_E01_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU97
EUSF1376_ITS1F_G01_mixed_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU39
EUSF1377_ITS1F_H01_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1378_ITS1F_A02_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1380_ITS1F_C02_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta_decumbens,"0.200038, 0.200030, 0.200001, 0.199981, 0.199950",OTU225
EUSF1382_ITS1F_E02_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora_herbarum,0.999115,OTU253
EUSF1383_ITS1F_A08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1387_ITS1F_B03_mixed_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385",OTU31
EUSF1394_ITS1F_A04_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999901,OTU265
EUSF1395_ITS1F_B04_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1396_ITS1F_C04_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora_herbarum,0.990633,OTU38
EUSF1400_ITS1F_G04_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1402_ITS1F_A05_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999901,OTU265
EUSF1408_ITS1F_G05_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Alternaria_sp,"0.268629, 0.183036, 0.182885, 0.182760, 0.182691",OTU197
EUSF1409_ITS1F_H05_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1416_ITS1F_G06_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Apiosporaceae,Apiosporaceae,"Apiospora_setosa,Apiospora_bambusae,Apiospora_tintinnabula,Arthrinium_sacchari,Arthrinium_arundinis",0.970542,OTU205
EUSF1419_ITS1F_B07_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_lobulata",0.995639,OTU131
EUSF1420_ITS1F_C07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Sporormiaceae,Sporormiaceae,"Westerdykella_cylindrica,Preussia_minima","0.197718, 0.145781, 0.110831, 0.108753, 0.106375, 0.077006, 0.074398, 0.072977, 0.053188, 0.041031",OTU9
EUSF1421_ITS1F_D07_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999901,OTU265
EUSF1425_ITS1F_H07_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora_herbarum,0.999451,OTU12
EUSF1429_ITS1F_D08_mixed_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_lobulata",0.996219,OTU120
EUSF1430_ITS1F_E08_mixed_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pyronemataceae,Pyronemataceae,Geopyxis_carbonaria,"0.884610, 0.045013, 0.035204",OTU104
EUSF1432_ITS1F_G08_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pyronemataceae,Pyronemataceae,Geopyxis_carbonaria,"0.884610, 0.045013, 0.035204",OTU104
EUSF1433_ITS1F_H08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,"Ramularia_endophylla,Zymoseptoria_tritici","0.430282, 0.357625, 0.203987",OTU16
EUSF1434_ITS1F_A09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU5
EUSF1437_ITS1F_D09_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,"Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628",OTU109
EUSF1440_ITS1F_G09_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pyronemataceae,Pyronemataceae,Geopyxis_carbonaria,1,OTU194
EUSF1441_ITS1F_H09_mixed_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pyronemataceae,Pyronemataceae,Geopyxis_carbonaria,"0.884610, 0.045013, 0.035204",OTU104
EUSF1448_ITS1F_G10_mixed_cleaned.ab1,Sordariomycetes,Sordariomycetes,Diaporthales,Diaporthales,Diaporthaceae,Diaporthaceae,Diaporthe_eres,1,OTU237
EUSF1449_ITS1F_H10_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1450_ITS1F_A11_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pyronemataceae,Pyronemataceae,Tricharina_praecox,1,OTU66
EUSF1451_ITS1F_B11_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1452_ITS1F_C11_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Ramularia_endophylla,1,OTU198
EUSF1456_ITS1F_G11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Didymellaceae,Didymellaceae,"Phoma_herbarum,Ascochyta_rabiei,Ascochyta_pisi",0.958126,OTU177
EUSF1459_ITS1F_B12_mixed_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,"Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628",OTU109
EUSF1464_ITS1F_G12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Ramularia_endophylla,1,OTU150
EUSF1466_ITS1F_B01_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,"Pseudocercospora_fijiensis,Cercospora_beticola","0.504142, 0.318083, 0.160329",OTU54
EUSF1468_ITS1F_D01_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta_ligniaria,0.998077,OTU204
EUSF1469_ITS1F_E01_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta_ligniaria,0.998076,OTU210
EUSF1470_ITS1F_F01_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria_deusta,1,OTU182
EUSF1471_ITS1F_G01_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_proteana,Peziza_lobulata",0.997457,OTU243
EUSF1472_ITS1F_H01_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Sporormiaceae,Sporormiaceae,"Westerdykella_cylindrica,Preussia_minima","0.198046, 0.145861, 0.111028, 0.108654, 0.106554, 0.076839, 0.074317, 0.072795, 0.053130, 0.040882",OTU74
EUSF1517_ITS1F_A02_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1518_ITS1F_B02_cleaned.ab1,Dothideomycetes,Dothideomycetes,unclassified,"unclassified,Capnodiales",unclassified,"unclassified,Neodevriesiaceae","Tripospermum_myrti,Dothideomycetes_sp_TRN152,Dothideomycetes_sp_TRN153,Dothideomycetes_sp_TRN142,Neodevriesia_strelitziae","0.260204, 0.167477, 0.163028, 0.163018, 0.163016, 0.027944, 0.025637",OTU149
EUSF1520_ITS1F_D02_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1521_ITS1F_E02_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora_herbarum,0.990633,OTU38
EUSF1522_ITS1F_F02_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora_herbarum,"0.913658, 0.045848",OTU107
EUSF1523_ITS1F_G02_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1524_ITS1F_H02_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Nemania_aenea,"0.584094, 0.216533, 0.196873",OTU215
EUSF1525_ITS1F_A03_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Nemania_aenea,"0.584079, 0.216540, 0.196881",OTU19
EUSF1526_ITS1F_B03_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pyronemataceae,Pyronemataceae,Tricharina_praecox,1,OTU199
EUSF1527_ITS1F_C03_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.667688, 0.178178, 0.138622",OTU152
EUSF1528_ITS1F_D03_cleaned.ab1,Sordariomycetes,Sordariomycetes,Sordariales,Sordariales,Chaetomiaceae,Chaetomiaceae,Chaetomium_elatum,1,OTU262
EUSF1529_ITS1F_E03_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1530_ITS1F_F03_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_lobulata",0.995639,OTU131
EUSF1531_ITS1F_G03_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999902,OTU161
EUSF1532_ITS1F_H03_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_lobulata",0.995639,OTU131
EUSF1533_ITS1F_A04_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Sporormiaceae,Sporormiaceae,"Westerdykella_cylindrica,Preussia_minima","0.198046, 0.145861, 0.111028, 0.108654, 0.106554, 0.076839, 0.074317, 0.072795, 0.053130, 0.040882",OTU74
EUSF1534_ITS1F_B04_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385",OTU31
EUSF1535_ITS1F_C04_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta_ligniaria,0.998077,OTU204
EUSF1536_ITS1F_D04_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232",OTU208
EUSF1537_ITS1F_E04_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1538_ITS1F_F04_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385",OTU31
EUSF1539_ITS1F_G04_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_freii,"0.630299, 0.354916",OTU125
EUSF1540_ITS1F_H04_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Apiosporaceae,Apiosporaceae,"Apiospora_setosa,Apiospora_bambusae,Apiospora_tintinnabula,Arthrinium_sacchari,Arthrinium_arundinis",0.970542,OTU205
EUSF1541_ITS1F_A05_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,"Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317",OTU44
EUSF1542_ITS1F_B05_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU188
EUSF1543_ITS1F_C05_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Apiosporaceae,Apiosporaceae,"Apiospora_setosa,Apiospora_bambusae,Apiospora_tintinnabula,Arthrinium_sacchari,Arthrinium_arundinis",0.970542,OTU205
EUSF1544_ITS1F_D05_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_proteana,Peziza_lobulata",0.997484,OTU73
EUSF1545_ITS1F_E05_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Apiosporaceae,Apiosporaceae,"Apiospora_setosa,Apiospora_bambusae,Apiospora_tintinnabula,Arthrinium_sacchari,Arthrinium_arundinis",0.970542,OTU205
EUSF1546_ITS1F_F05_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU188
EUSF1547_ITS1F_G05_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,"Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317",OTU44
EUSF1548_ITS1F_H05_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232",OTU208
EUSF1549_ITS1F_A06_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta_ligniaria,0.998068,OTU242
EUSF1590_ITS1F_B06_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1591_ITS1F_C06_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,"Cladosporiaceae,Davidiellaceae","Cladosporium_cladosporioides,Cladosporium_allicinum,Cladosporium_sphaerospermum,Davidiellaceae_sp_AN1","0.309907, 0.251591, 0.244743, 0.110530, 0.083229",OTU234
EUSF1592_ITS1F_D06_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1593_ITS1F_E06_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Nemania_aenea,"0.516640, 0.250339, 0.230659",OTU207
EUSF1594_ITS1F_F06_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1595_ITS1F_G06_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,"Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628",OTU109
EUSF1596_ITS1F_H06_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Ramularia_endophylla,1,OTU189
EUSF1597_ITS1F_A07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1598_ITS1F_B07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999876,OTU178
EUSF1599_ITS1F_C07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Ramularia_endophylla,1,OTU189
EUSF1600_ITS1F_D07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1601_ITS1F_E07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1602_ITS1F_F07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora_herbarum,"0.461306, 0.269708, 0.268986",OTU227
EUSF1603_ITS1F_G07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1604_ITS1F_H07_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1605_ITS1F_A08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1606_ITS1F_B08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1607_ITS1F_C08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1608_ITS1F_D08_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pyronemataceae,Pyronemataceae,Geopyxis_carbonaria,"0.938603, 0.061317",OTU23
EUSF1609_ITS1F_E08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1611_ITS1F_G08_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_lobulata",0.995639,OTU131
EUSF1613_ITS1F_A09_cleaned.ab1,Dothideomycetes,Dothideomycetes,unclassified,"unclassified,Capnodiales",unclassified,"unclassified,Neodevriesiaceae","Tripospermum_myrti,Dothideomycetes_sp_TRN152,Dothideomycetes_sp_TRN153,Dothideomycetes_sp_TRN142,Neodevriesia_strelitziae","0.166658, 0.161447, 0.157897, 0.157894, 0.157892, 0.061935, 0.057787, 0.045657",OTU42
EUSF1614_ITS1F_B09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Apiosporaceae,Apiosporaceae,"Apiospora_setosa,Apiospora_bambusae,Apiospora_tintinnabula,Arthrinium_sacchari,Arthrinium_arundinis",0.970542,OTU205
EUSF1615_ITS1F_C09_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1616_ITS1F_D09_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_lobulata",0.995639,OTU131
EUSF1617_ITS1F_E09_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora_herbarum,"0.461306, 0.269708, 0.268986",OTU227
EUSF1618_ITS1F_F09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta_ligniaria,0.998077,OTU204
EUSF1619_ITS1F_G09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Sordariales,Sordariales,Chaetomiaceae,Chaetomiaceae,Chaetomium_elatum,1,OTU27
EUSF1620_ITS1F_H09_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1621_ITS1F_A10_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385",OTU31
EUSF1622_ITS1F_B10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1623_ITS1F_C10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1624_ITS1F_D10_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Apiosporaceae,Apiosporaceae,"Apiospora_setosa,Apiospora_bambusae,Apiospora_tintinnabula,Arthrinium_sacchari,Arthrinium_arundinis",0.975417,OTU13
EUSF1625_ITS1F_E10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,"Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628",OTU109
EUSF1626_ITS1F_F10_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Apiosporaceae,Apiosporaceae,"Apiospora_setosa,Apiospora_bambusae,Apiospora_tintinnabula,Arthrinium_sacchari,Arthrinium_arundinis",0.978979,OTU154
EUSF1627_ITS1F_G10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1628_ITS1F_H10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1629_ITS1F_A11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1631_ITS1F_C11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,"Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628",OTU109
EUSF1632_ITS1F_D11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.976969,OTU196
