strain_name,Phylum,Order,GenusSpecies,AFTOL-ID,Strain_voucher,x18S,x28S,RPB1,RPB2,EF1A,nucITS,PreviousName
EUSF01221,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01208,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01186,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01182,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01174,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01165,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01162,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01159,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01158,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01155,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01153,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01134,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01132,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01130,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01129,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01120,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01119,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01116,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01114,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01109,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01108,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01107,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01106,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01103,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01102,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01098,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01097,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01090,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01040,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00891,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00811,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00591,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00554,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00550,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00549,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00548,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00543,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00539,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00538,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00537,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00534,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00521,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00519,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00516,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01537,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01395,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01156,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01150,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01147,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01145,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01140,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00753,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00609,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00557,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01683,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01604,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01600,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01345,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01304,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01033,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01031,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00861,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00845,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00524,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01139,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01080,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01066,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00853,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01113,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01421,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01394,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01339,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01598,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01313,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01193,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01175,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01154,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01149,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01138,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01135,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01124,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01117,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00748,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01601,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01143,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01122,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01099,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00937,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00851,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00844,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00818,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01973,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01944,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01623,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01591,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01402,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01329,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01268,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01163,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00938,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00876,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00866,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00847,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00840,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01433,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01409,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01302,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00802,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00773,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00742,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01913,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01912,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01716,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01706,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01597,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01459,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01425,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01071,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00895,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00892,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00889,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00885,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00882,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00878,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00877,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00872,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00867,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00865,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00864,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00863,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00862,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00860,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00857,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00850,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00843,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00838,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00835,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00832,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00831,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00828,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00824,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00814,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00812,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00810,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00807,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00806,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00804,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00776,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00764,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00763,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00755,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00746,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00745,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00701,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00694,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00671,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00599,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00571,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00533,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00531,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00530,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00529,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00527,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00514,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01684,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01629,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01615,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01607,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01529,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01517,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01452,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00854,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01068,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00823,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00794,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01523,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
